customer_id,gender,senior_citizen,partner,dependents,tenure,contract,paperless_billing,payment_method,monthly_charges,total_charges,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,churn,tenure_group,total_services,avg_monthly_spend_ratio,high_risk_flag,payment_risk_flag,contract_ordinal
1552-CZCLL,Female,False,True,True,55,Month-to-month,False,Credit card (automatic),20.0,1087.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,19.77,0,0,0
3038-PQIUY,Female,False,False,False,38,Month-to-month,True,Bank transfer (automatic),66.15,2522.4,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,False,25-48,3,66.38,0,0,0
1501-SGHBW,Male,False,False,False,2,Month-to-month,False,Mailed check,45.85,81.0,Yes,No,DSL,No,No,No,No,No,No,True,0-12,0,40.5,1,1,0
9313-CDOGY,Male,False,True,True,38,Month-to-month,False,Electronic check,19.6,717.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,25-48,0,18.88,0,1,0
8148-BPLZQ,Male,False,False,False,34,Month-to-month,True,Electronic check,49.8,1734.2,Yes,No,DSL,No,Yes,No,No,No,No,False,25-48,1,51.01,0,1,0
2623-DRYAM,Female,False,True,False,70,One year,True,Electronic check,101.75,7069.3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,False,49+,3,100.99,0,1,1
9987-LUTYD,Female,False,False,False,13,One year,False,Mailed check,55.15,742.9,Yes,No,DSL,Yes,No,No,Yes,No,No,False,13-24,2,57.15,0,1,1
3208-YPIOE,Male,False,False,False,39,Month-to-month,False,Electronic check,75.25,3017.65,Yes,Yes,Fiber optic,No,No,No,No,No,No,True,25-48,0,77.38,0,1,0
4488-KQFDT,Female,False,False,False,61,One year,True,Electronic check,103.95,6423.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,False,49+,4,105.3,0,1,1
2612-RANWT,Female,False,False,False,12,Month-to-month,True,Bank transfer (automatic),100.15,1164.3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,True,0-12,3,97.02,0,0,0
5693-PIPCS,Male,False,False,False,41,Two year,True,Credit card (automatic),99.65,4220.35,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,False,25-48,4,102.94,0,0,2
0491-KAPQG,Male,False,False,False,21,Month-to-month,True,Electronic check,73.7,1558.7,Yes,Yes,Fiber optic,No,No,No,No,No,No,False,13-24,0,74.22,0,1,0
1925-LFCZZ,Male,True,False,False,55,One year,True,Bank transfer (automatic),50.05,2743.45,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,False,49+,3,49.88,0,0,1
8039-EQPIM,Male,False,True,False,69,Two year,False,Bank transfer (automatic),60.25,4055.5,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,False,49+,5,58.78,0,0,2
6900-PXRMS,Male,True,True,True,26,Month-to-month,False,Electronic check,105.75,2710.25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,True,25-48,4,104.24,0,1,0
8707-RMEZH,Female,True,True,False,69,One year,False,Credit card (automatic),87.3,6055.55,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,False,49+,3,87.76,0,0,1
3346-BRMIS,Female,True,True,False,18,Month-to-month,True,Electronic check,48.35,810.7,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,True,13-24,3,45.04,0,1,0
3209-ZPKFI,Male,False,True,True,47,Month-to-month,False,Electronic check,54.25,2538.2,Yes,Yes,DSL,No,Yes,No,No,No,No,False,25-48,1,54.0,0,1,0
6479-VDGRK,Female,False,True,True,72,Two year,False,Bank transfer (automatic),85.3,6129.2,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,False,49+,6,85.13,0,0,2
9373-WSLOY,Male,True,True,False,33,Month-to-month,True,Electronic check,50.0,1750.85,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,False,25-48,4,53.06,0,1,0
2933-FILNV,Female,False,True,True,2,Month-to-month,True,Mailed check,24.4,36.55,No,No phone service,DSL,No,No,No,No,No,No,True,0-12,0,18.27,1,1,0
3569-JFODW,Female,False,True,True,72,Two year,False,Credit card (automatic),90.95,6652.45,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,False,49+,6,92.4,0,0,2
9819-FBNSV,Male,True,True,False,37,Month-to-month,True,Bank transfer (automatic),72.25,2575.45,Yes,No,Fiber optic,No,No,No,No,No,No,False,25-48,0,69.61,0,0,0
9544-PYPSJ,Female,True,True,True,62,Month-to-month,True,Credit card (automatic),96.1,6019.35,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,False,49+,3,97.09,0,0,0
1591-XWLGB,Female,False,True,False,71,Two year,False,Credit card (automatic),19.85,1379.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,19.43,0,0,2
0396-UKGAI,Male,False,False,True,23,Month-to-month,True,Bank transfer (automatic),55.3,1284.2,Yes,No,DSL,No,Yes,No,Yes,No,No,False,13-24,2,55.83,0,0,0
3243-ZHOHY,Female,False,False,False,16,One year,False,Mailed check,20.1,296.15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,13-24,0,18.51,0,1,1
5186-EJEGL,Male,False,False,False,9,Month-to-month,True,Mailed check,69.5,653.25,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,False,0-12,4,72.58,0,1,0
7527-QNRUS,Male,False,True,True,17,Two year,True,Mailed check,25.15,412.6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,13-24,0,24.27,0,1,2
9986-BONCE,Female,False,False,False,4,Month-to-month,False,Bank transfer (automatic),20.95,85.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,0-12,0,21.38,0,0,0
2722-JMONI,Female,True,True,False,1,Month-to-month,True,Electronic check,49.55,49.55,Yes,No,DSL,Yes,No,No,No,No,No,True,0-12,1,49.55,1,1,0
2203-GHNWN,Female,False,True,False,24,Month-to-month,True,Mailed check,79.65,1928.7,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,False,13-24,1,80.36,0,1,0
3878-AVSOQ,Female,True,False,False,1,Month-to-month,True,Electronic check,71.25,71.25,Yes,No,Fiber optic,No,No,No,No,No,No,False,0-12,0,71.25,1,1,0
3258-SYSWS,Male,True,False,False,72,Two year,False,Bank transfer (automatic),113.8,7845.8,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,False,49+,6,108.97,0,0,2
5296-PSYVW,Female,False,True,False,72,Two year,False,Electronic check,24.55,1750.7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,24.32,0,1,2
6319-QSUSR,Female,False,False,True,11,Month-to-month,False,Credit card (automatic),19.7,216.2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,19.65,0,0,0
4083-EUGRJ,Male,False,False,False,9,Month-to-month,False,Mailed check,20.25,178.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,0-12,0,19.83,0,1,0
7579-OOPEC,Female,True,True,False,2,Month-to-month,False,Credit card (automatic),50.15,115.1,Yes,No,DSL,No,Yes,No,No,No,No,True,0-12,1,57.55,1,0,0
0512-FLFDW,Female,True,True,False,60,One year,True,Credit card (automatic),100.5,6029.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,False,49+,3,100.48,0,0,1
1771-OADNZ,Male,True,True,False,29,Month-to-month,True,Electronic check,95.9,2745.2,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,True,25-48,3,94.66,0,1,0
0487-CRLZF,Female,False,False,False,49,Two year,True,Bank transfer (automatic),74.45,3721.9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,False,49+,4,75.96,0,0,2
2107-FBPTK,Female,True,False,False,30,Month-to-month,True,Electronic check,104.1,3121.1,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,False,25-48,4,104.04,0,1,0
9451-WLYRI,Female,False,True,False,53,One year,False,Credit card (automatic),19.05,990.45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,18.69,0,0,1
8219-VYBVI,Male,False,False,True,39,Two year,False,Mailed check,25.0,1004.35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,25-48,0,25.75,0,1,2
1991-VOPLL,Female,False,False,False,9,Month-to-month,False,Mailed check,19.05,157.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,17.52,0,1,0
9738-QLWTP,Male,False,False,False,39,One year,False,Electronic check,81.9,3219.75,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,False,25-48,2,82.56,0,1,1
1016-DJTSV,Male,True,False,False,8,Month-to-month,True,Electronic check,69.7,572.85,Yes,No,Fiber optic,No,No,No,No,No,No,False,0-12,0,71.61,0,1,0
9419-IPPBE,Female,False,True,True,51,One year,True,Electronic check,90.15,4554.85,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,False,49+,2,89.31,0,1,1
0174-QRVVY,Male,False,True,True,71,Two year,False,Credit card (automatic),25.35,1847.55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,26.02,0,0,2
5699-BNCAS,Male,True,False,False,71,Two year,True,Mailed check,24.65,1766.75,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,24.88,0,1,2
2900-PHPLN,Female,True,True,False,70,Two year,True,Credit card (automatic),19.55,1462.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,20.89,0,0,2
0612-RTZZA,Female,True,False,False,1,Month-to-month,False,Electronic check,25.25,25.25,No,No phone service,DSL,No,No,No,No,No,No,True,0-12,0,25.25,1,1,0
8106-GWQOK,Male,False,True,False,38,Two year,True,Bank transfer (automatic),60.0,2193.2,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,False,25-48,5,57.72,0,0,2
8751-EDEKA,Female,False,True,False,28,Month-to-month,False,Credit card (automatic),89.9,2433.5,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,False,25-48,3,86.91,0,0,0
6878-GGDWG,Female,False,True,False,32,Month-to-month,False,Bank transfer (automatic),19.4,641.15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,25-48,0,20.04,0,0,0
4039-PIMHX,Male,True,True,False,49,Two year,False,Mailed check,49.8,2398.4,Yes,No,DSL,No,Yes,No,No,No,No,False,49+,1,48.95,0,1,2
8450-LUGUK,Female,False,True,True,37,Two year,True,Bank transfer (automatic),24.1,861.85,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,25-48,0,23.29,0,0,2
3604-WLABM,Female,False,False,False,10,Month-to-month,False,Electronic check,54.25,583.0,Yes,No,DSL,No,No,Yes,Yes,No,No,False,0-12,2,58.3,0,1,0
0795-GMVQO,Male,False,True,False,67,One year,False,Credit card (automatic),109.9,7332.4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,False,49+,5,109.44,0,0,1
2259-OUUSZ,Male,False,False,False,7,One year,True,Credit card (automatic),35.5,249.55,No,No phone service,DSL,No,No,Yes,Yes,No,No,False,0-12,2,35.65,0,0,1
1142-IHLOO,Female,False,False,False,51,One year,False,Credit card (automatic),87.55,4475.9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,False,49+,2,87.76,0,0,1
6410-LEFEN,Female,False,False,False,9,Month-to-month,False,Electronic check,45.15,416.45,Yes,No,DSL,No,No,No,No,No,No,True,0-12,0,46.27,0,1,0
4633-MKHYU,Female,False,False,False,9,Month-to-month,True,Mailed check,88.4,788.6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,False,0-12,2,87.62,0,1,0
6257-RJOHI,Male,False,False,False,4,Month-to-month,True,Mailed check,50.8,202.3,Yes,No,DSL,No,No,No,Yes,No,No,False,0-12,1,50.58,0,1,0
1545-JFUML,Male,False,True,False,71,Two year,True,Electronic check,99.0,6994.6,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,False,49+,4,98.52,0,1,2
3194-ORPIK,Female,False,True,True,50,Month-to-month,True,Bank transfer (automatic),84.4,4116.15,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,True,49+,1,82.32,0,0,0
7826-VVKWT,Female,True,True,True,24,Two year,True,Electronic check,96.55,2263.45,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,False,13-24,3,94.31,0,1,2
1353-GHZOS,Male,False,True,False,22,One year,True,Bank transfer (automatic),59.75,1374.35,Yes,No,DSL,Yes,No,No,No,Yes,No,False,13-24,2,62.47,0,0,1
2587-EKXTS,Male,False,False,False,44,Month-to-month,True,Electronic check,111.5,4915.15,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,False,25-48,5,111.71,0,1,0
5442-BXVND,Female,False,True,True,33,Month-to-month,False,Bank transfer (automatic),24.25,838.5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,25-48,0,25.41,0,0,0
8816-VXNZD,Female,False,False,False,1,Month-to-month,True,Electronic check,75.1,75.1,Yes,Yes,Fiber optic,No,No,No,No,No,No,True,0-12,0,75.1,1,1,0
9378-FXTIZ,Female,False,True,False,54,One year,True,Credit card (automatic),70.15,3715.65,Yes,Yes,DSL,No,No,No,No,Yes,Yes,True,49+,2,68.81,0,0,1
1723-HKXJQ,Male,False,False,False,42,Month-to-month,True,Electronic check,101.75,4273.45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,True,25-48,3,101.75,0,1,0
7825-GKXMW,Female,False,False,False,1,Month-to-month,False,Electronic check,45.8,45.8,Yes,No,DSL,No,No,No,No,No,No,True,0-12,0,45.8,1,1,0
9753-OYLBX,Female,False,False,False,1,Month-to-month,False,Mailed check,20.5,20.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,20.5,0,1,0
2364-UFROM,Male,False,False,False,30,One year,False,Electronic check,70.4,2044.75,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,False,25-48,4,68.16,0,1,1
6656-JWRQX,Female,False,False,False,1,Month-to-month,False,Mailed check,30.55,30.55,No,No phone service,DSL,No,No,No,Yes,No,No,False,0-12,1,30.55,0,1,0
6473-ULUHT,Male,False,True,True,16,Month-to-month,False,Electronic check,84.9,1398.25,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,False,13-24,5,87.39,0,1,0
1240-KNSEZ,Male,False,False,False,1,Month-to-month,True,Mailed check,20.1,20.1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,0-12,0,20.1,0,1,0
0836-SEYLU,Male,False,True,False,9,Month-to-month,False,Mailed check,40.65,328.95,No,No phone service,DSL,No,No,No,Yes,Yes,No,True,0-12,2,36.55,0,1,0
4433-JCGCG,Male,True,True,False,46,Month-to-month,True,Electronic check,101.0,4680.05,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,True,25-48,3,101.74,0,1,0
3716-BDVDB,Male,False,False,False,1,Month-to-month,True,Electronic check,69.1,69.1,Yes,No,Fiber optic,No,No,No,No,No,No,True,0-12,0,69.1,1,1,0
7688-AWMDX,Male,False,True,False,71,Two year,False,Bank transfer (automatic),54.5,3778.2,Yes,No,DSL,Yes,No,No,Yes,No,No,False,49+,2,53.21,0,0,2
2842-BCQGE,Male,False,False,False,43,Month-to-month,True,Credit card (automatic),75.35,3161.4,Yes,Yes,Fiber optic,No,No,No,No,No,No,False,25-48,0,73.52,0,0,0
7244-QWYHG,Male,False,True,False,50,One year,True,Bank transfer (automatic),44.45,2188.45,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,False,49+,3,43.77,0,0,1
5899-MQZZL,Female,False,False,False,13,Month-to-month,True,Mailed check,75.0,999.45,Yes,Yes,Fiber optic,No,No,No,No,No,No,True,13-24,0,76.88,0,1,0
6849-OYAMU,Male,False,True,True,19,One year,False,Bank transfer (automatic),100.0,1888.65,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,True,13-24,4,99.4,0,0,1
5312-UXESG,Female,False,False,False,41,Month-to-month,False,Bank transfer (automatic),98.05,3990.6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,False,25-48,3,97.33,0,0,0
9488-HGMJH,Female,True,False,False,1,Month-to-month,True,Electronic check,71.15,71.15,Yes,No,Fiber optic,No,No,No,No,No,No,True,0-12,0,71.15,1,1,0
6038-GCYEC,Female,False,False,False,24,Month-to-month,True,Credit card (automatic),54.15,1240.25,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,True,13-24,4,51.68,0,0,0
2150-WLKUW,Female,False,True,False,40,One year,False,Bank transfer (automatic),63.9,2635.0,Yes,Yes,DSL,No,Yes,No,No,Yes,No,False,25-48,2,65.88,0,0,1
7159-FVYPK,Female,False,True,True,3,Month-to-month,True,Bank transfer (automatic),69.15,235.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,False,0-12,3,78.33,1,0,0
7032-LMBHI,Female,False,False,False,37,One year,False,Bank transfer (automatic),64.65,2347.85,Yes,Yes,DSL,Yes,No,No,No,Yes,No,False,25-48,2,63.46,0,0,1
1150-WFARN,Female,False,True,True,67,Two year,True,Credit card (automatic),108.75,7156.2,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,True,49+,5,106.81,0,0,2
6088-BXMRG,Female,False,True,True,32,Month-to-month,True,Electronic check,98.85,3089.6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,False,25-48,3,96.55,0,1,0
3144-AUDBS,Female,False,True,False,6,Month-to-month,True,Electronic check,49.15,270.8,Yes,No,DSL,No,No,No,Yes,No,No,True,0-12,1,45.13,0,1,0
4821-SJHJV,Female,False,True,True,32,Month-to-month,False,Electronic check,89.6,2901.8,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,False,25-48,2,90.68,0,1,0
7346-MEDWM,Female,False,False,False,59,Month-to-month,True,Electronic check,83.25,4949.1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,False,49+,2,83.88,0,1,0
1137-DGOWI,Female,False,True,False,30,One year,False,Bank transfer (automatic),70.25,2198.9,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,False,25-48,4,73.3,0,0,1
5616-PRTNT,Male,False,False,True,20,Month-to-month,True,Electronic check,19.4,374.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,13-24,0,18.73,0,1,0
3812-LRZIR,Female,False,True,True,27,Two year,False,Electronic check,24.5,761.95,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,25-48,0,28.22,0,1,2
4818-QIUFN,Female,True,False,False,20,Month-to-month,True,Electronic check,79.15,1520.9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,True,13-24,1,76.04,0,1,0
9483-GCPWE,Male,False,False,True,9,One year,False,Mailed check,20.1,190.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,21.14,0,1,1
4227-OJHAL,Female,False,True,True,68,One year,True,Credit card (automatic),73.0,5163.0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,False,49+,4,75.93,0,0,1
9220-CXRSC,Female,False,True,True,69,Two year,False,Credit card (automatic),61.4,4059.85,Yes,Yes,DSL,Yes,No,No,Yes,No,No,False,49+,2,58.84,0,0,2
4993-JCRGJ,Male,False,False,False,26,Month-to-month,True,Mailed check,84.3,2281.6,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,False,25-48,2,87.75,0,1,0
9537-JALFH,Male,False,True,True,69,Two year,False,Bank transfer (automatic),19.9,1356.7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,19.66,0,0,2
6698-OXETB,Male,False,False,False,11,Two year,False,Mailed check,20.4,231.45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,21.04,0,1,2
2103-ZRXFN,Male,False,False,False,1,Month-to-month,False,Mailed check,50.75,50.75,Yes,Yes,DSL,No,No,No,No,No,No,False,0-12,0,50.75,1,1,0
3724-BSCVH,Male,False,True,True,10,One year,False,Mailed check,20.45,242.4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,24.24,0,1,1
4877-TSOFF,Female,False,True,True,55,One year,True,Bank transfer (automatic),75.75,4264.25,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,False,49+,4,77.53,0,0,1
9209-NWPGU,Male,False,False,False,44,One year,False,Electronic check,65.4,2774.55,Yes,No,DSL,Yes,No,No,Yes,Yes,No,False,25-48,3,63.06,0,1,1
6961-VCPMC,Male,True,True,False,46,Month-to-month,True,Electronic check,80.4,3605.2,Yes,No,Fiber optic,No,No,No,No,No,Yes,True,25-48,1,78.37,0,1,0
7306-YDSOI,Male,False,True,True,69,Two year,True,Bank transfer (automatic),59.75,4069.9,Yes,No,DSL,Yes,Yes,Yes,No,No,No,False,49+,3,58.98,0,0,2
5288-AHOUP,Male,True,False,False,11,Month-to-month,True,Electronic check,78.5,874.2,Yes,No,Fiber optic,No,No,No,No,No,Yes,False,0-12,1,79.47,0,1,0
6688-UZPWD,Female,False,True,False,11,Month-to-month,True,Electronic check,102.0,1145.35,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,True,0-12,3,104.12,0,1,0
0655-YDGFJ,Male,False,False,False,29,Month-to-month,False,Bank transfer (automatic),48.95,1323.7,Yes,No,DSL,No,No,Yes,No,No,No,False,25-48,1,45.64,0,0,0
8468-EHYJA,Female,False,True,False,57,Month-to-month,True,Electronic check,99.65,5497.05,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,False,49+,3,96.44,0,1,0
6823-SIDFQ,Male,False,False,False,28,One year,False,Credit card (automatic),18.25,534.7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,25-48,0,19.1,0,0,1
1097-FSPVW,Female,False,False,False,42,Month-to-month,False,Credit card (automatic),54.55,2455.05,Yes,No,DSL,Yes,No,Yes,No,No,No,False,25-48,2,58.45,0,0,0
2839-RFSQE,Female,False,False,False,2,Month-to-month,False,Mailed check,20.65,38.7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,0-12,0,19.35,0,1,0
8328-SKJNO,Male,False,False,True,23,One year,False,Bank transfer (automatic),40.65,947.4,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,False,13-24,3,41.19,0,0,1
7010-ZMVBF,Female,False,True,True,18,Month-to-month,False,Mailed check,20.45,357.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,13-24,0,19.83,0,1,0
5201-CBWYG,Male,False,True,True,62,One year,False,Bank transfer (automatic),24.8,1476.25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,23.81,0,0,1
0968-GSIKN,Female,False,False,False,1,Month-to-month,True,Mailed check,70.8,70.8,Yes,No,Fiber optic,No,No,No,No,No,No,True,0-12,0,70.8,1,1,0
1965-DDBWU,Male,False,False,False,16,Month-to-month,True,Credit card (automatic),89.05,1448.6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,True,13-24,2,90.54,0,0,0
9057-SIHCH,Female,False,False,False,3,Month-to-month,True,Electronic check,96.6,291.9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,True,0-12,2,97.3,1,1,0
6352-GIGGQ,Male,False,False,False,67,One year,True,Bank transfer (automatic),88.8,5903.15,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,False,49+,6,88.11,0,0,1
3635-QQRQD,Male,False,False,False,62,Two year,True,Credit card (automatic),20.05,1201.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,49+,0,19.38,0,0,2
6771-XWBDM,Female,False,True,False,57,Month-to-month,True,Credit card (automatic),104.5,5921.35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,True,49+,4,103.88,0,0,0
2897-DOVND,Male,False,False,False,2,Month-to-month,True,Electronic check,69.8,146.65,Yes,No,Fiber optic,No,No,No,No,No,No,False,0-12,0,73.32,1,1,0
3082-YVEKW,Female,False,True,True,23,Two year,True,Bank transfer (automatic),77.15,1759.4,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,False,13-24,4,76.5,0,0,2
0191-EQUUH,Female,False,False,True,25,Two year,False,Bank transfer (automatic),35.05,844.45,No,No phone service,DSL,Yes,No,No,Yes,No,No,False,25-48,2,33.78,0,0,2
7134-HBPBS,Female,True,False,False,72,Two year,True,Bank transfer (automatic),108.1,7774.05,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,False,49+,5,107.97,0,0,2
3489-HHPFY,Female,False,True,False,2,Month-to-month,True,Electronic check,84.05,134.05,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,False,0-12,1,67.03,1,1,0
2926-JEJJC,Female,False,False,False,8,One year,True,Bank transfer (automatic),20.2,140.95,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,0-12,0,17.62,0,0,1
8601-QACRS,Female,False,False,False,5,Month-to-month,True,Mailed check,50.6,249.95,Yes,Yes,DSL,No,No,No,No,No,No,True,0-12,0,49.99,1,1,0
4950-BDEUX,Male,False,False,False,35,Month-to-month,False,Electronic check,49.2,1701.65,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,False,25-48,3,48.62,0,1,0
5789-LDFXO,Male,False,False,False,24,One year,False,Electronic check,24.6,592.65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,13-24,0,24.69,0,1,1
0508-OOLTO,Female,False,True,True,2,Month-to-month,True,Electronic check,71.65,135.75,Yes,No,Fiber optic,No,No,No,No,No,No,False,0-12,0,67.88,1,1,0
2984-TBYKU,Male,False,True,True,72,Two year,True,Credit card (automatic),104.9,7732.65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,False,49+,5,107.4,0,0,2
9822-WMWVG,Female,False,False,False,41,Month-to-month,True,Electronic check,106.5,4282.4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,False,25-48,5,104.45,0,1,0
2391-SOORI,Male,False,False,True,4,Month-to-month,False,Electronic check,49.35,219.65,Yes,No,DSL,Yes,No,No,No,No,No,True,0-12,1,54.91,1,1,0
9040-KZVWO,Male,False,False,False,26,One year,False,Bank transfer (automatic),75.5,2018.1,Yes,No,Fiber optic,No,Yes,No,No,No,No,False,25-48,1,77.62,0,0,1
2645-QTLMB,Male,False,False,False,7,Month-to-month,True,Electronic check,94.25,669.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,True,0-12,3,95.57,0,1,0
4806-HIPDW,Female,False,True,False,1,Month-to-month,True,Electronic check,68.95,68.95,Yes,No,Fiber optic,No,No,No,No,No,No,True,0-12,0,68.95,1,1,0
1548-ARAGG,Female,False,True,True,4,Month-to-month,True,Mailed check,58.5,224.85,Yes,Yes,DSL,No,Yes,No,Yes,No,No,False,0-12,2,56.21,0,1,0
6339-RZCBJ,Male,False,False,False,48,Two year,False,Credit card (automatic),78.9,3771.5,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,False,25-48,5,78.57,0,0,2
